timestamp,sensorID,raw_VWC,temp,EC
1605758427,1,2515.52,21.9,350
1605758428,0,2600.47,21.8,350
1605758438,1,2515.56,21.9,351
1605758439,0,2600.85,21.8,351
1605758449,1,2516.36,21.9,351
1605758450,0,2600.12,21.8,346
1605758460,1,2515.54,21.9,350
1605758461,0,2600.34,21.8,346
1605758471,1,2515.27,21.9,344
1605758472,0,2600.88,21.8,343
1605758482,1,2514.32,21.9,351
1605758483,0,2600.95,21.8,347
1605758493,1,2514.87,21.9,351
1605758494,0,2600.94,21.8,351
1605758504,1,2515.47,21.9,351
1605758505,0,2600.23,21.8,345
1605758515,1,2516.53,21.9,351
1605758516,0,2601,21.8,351
1605758526,1,2516.55,21.9,349
1605758527,0,2600.09,21.8,345
1605758537,1,2514.62,21.9,347
1605758538,0,2600.8,21.8,340
1605758548,1,2514.42,21.9,343
1605758549,0,2600.98,21.8,345
1605758559,1,2514.43,21.9,348
1605758560,0,2600.14,21.8,337
1605758570,1,2515.45,21.9,349
1605758571,0,2600.17,21.8,340
1605758581,1,2516.57,21.9,350
1605758582,0,2601.35,21.8,351
1605758592,1,2515.32,21.9,348
1605758593,0,2600.23,21.8,345
1605758603,1,2516.43,21.9,352
1605758604,0,2600.29,21.8,339
1605758614,1,2514.5,21.9,350
1605758615,0,2600.41,21.8,349
1605758625,1,2516.33,21.9,344
1605758626,0,2601.36,21.8,337
1605758636,1,2515.59,21.9,351
1605758637,0,2600.37,21.8,350
1605758647,1,2514.75,21.9,350
1605758648,0,2600.08,21.8,347
1605758658,1,2516.35,21.9,350
1605758659,0,2601.17,21.8,350
1605758669,1,2516.32,21.9,350
1605758670,0,2601.33,21.8,338
1605758680,1,2516.37,21.9,351
1605758681,0,2600.77,21.8,351
1605758691,1,2516.76,21.9,343
1605758692,0,2600.88,21.8,344
1605758702,1,2514.57,21.9,351
1605758703,0,2601.26,21.8,351
1605758713,1,2516.33,21.9,350
1605758714,0,2600.88,21.8,351
1605758724,1,2515.94,21.9,348
1605758725,0,2600.03,21.8,344
1605758735,1,2515.71,21.9,350
1605758736,0,2601.09,21.8,339
1605758746,1,2514.69,21.9,350
1605758747,0,2599.73,21.8,346
1605758757,1,2516.3,21.9,350
1605758758,0,2600.41,21.8,338
1605758768,1,2514.87,21.9,350
1605758769,0,2601.16,21.8,351
1605758779,1,2514.71,21.9,351
1605758780,0,2599.96,21.8,340
1605758790,1,2515.27,21.9,346
1605758791,0,2600,21.8,340
1605758801,1,2514.32,21.9,344
1605758802,0,2601.02,21.8,339
1605758812,1,2515.77,21.9,347
1605758813,0,2600.3,21.8,352
1605758823,1,2515.41,21.9,351
1605758824,0,2599.85,21.8,340
1605758834,1,2515.44,21.9,349
1605758835,0,2600.21,21.8,348
1605758845,1,2516.22,21.9,348
1605758846,0,2601.35,21.8,339
1605758856,1,2514.9,21.9,350
1605758857,0,2600.3,21.8,339
1605758867,1,2515.22,21.9,349
1605758868,0,2599.86,21.8,337
1605758878,1,2515.51,21.9,350
1605758879,0,2600.3,21.8,344
1605758889,1,2515.65,21.9,350
1605758890,0,2601.22,21.8,337
1605758900,1,2514.35,21.9,343
1605758901,0,2599.92,21.8,343
1605758911,1,2514.52,21.9,349
1605758912,0,2601.1,21.8,351
1605758922,1,2515.32,21.9,350
1605758923,0,2600.36,21.8,339
1605758933,1,2516.62,21.9,352
1605758934,0,2601.03,21.8,338
1605758944,1,2515.53,21.9,350
1605758945,0,2599.97,21.8,345
1605758955,1,2514.64,21.9,350
1605758956,0,2601.44,21.8,336
1605758966,1,2514.99,21.9,350
1605758967,0,2601.27,21.8,339
1605758977,1,2516.02,21.9,349
1605758978,0,2601,21.8,344
1605758988,1,2514.76,21.9,348
1605758989,0,2600.77,21.8,338
1605758999,1,2514.72,21.9,350
1605759000,0,2600.84,21.8,339
1605759010,1,2515.52,21.9,349
1605759011,0,2600.45,21.8,344
1605759021,1,2514.52,21.9,351
1605759022,0,2601.03,21.8,339
1605759032,1,2514.49,21.9,350
1605759033,0,2600.35,21.8,342
1605759043,1,2515.94,21.9,344
1605759044,0,2601.1,21.8,344
1605759054,1,2515.01,21.9,349
1605759055,0,2600.24,21.8,337
1605759065,1,2514.62,21.9,349
1605759066,0,2599.99,21.8,339
1605759076,1,2515.46,21.9,352
1605759077,0,2601.41,21.8,346
1605759087,1,2515.93,21.9,350
1605759088,0,2600.99,21.8,350
1605759098,1,2514.45,21.9,349
1605759099,0,2599.95,21.8,337
1605759109,1,2516.64,21.9,350
1605759110,0,2601.05,21.8,338
1605759120,1,2515.55,21.9,342
1605759121,0,2601.2,21.8,344
1605759131,1,2514.8,21.9,351
1605759132,0,2601.28,21.8,351
1605759142,1,2516.03,21.9,343
1605759143,0,2601.15,21.8,350
1605759153,1,2514.46,21.9,345
1605759154,0,2601.34,21.8,342
1605759164,1,2516.7,21.9,350
1605759165,0,2600.89,21.8,340
1605759175,1,2515.66,21.9,347
1605759176,0,2601.17,21.8,347
1605759186,1,2515.61,21.9,349
1605759187,0,2600.73,21.8,350
1605759197,1,2516.63,21.9,350
1605759198,0,2601.05,21.8,340
1605759208,1,2515.82,21.9,346
1605759209,0,2600.14,21.8,352
1605759219,1,2515.5,21.9,348
1605759220,0,2600.64,21.8,339
1605759230,1,2515.59,21.9,346
1605759231,0,2601.04,21.8,351
1605759241,1,2515.23,21.9,345
1605759242,0,2599.98,21.8,339
1605759251,1,2516.29,21.9,350
1605759252,0,2600.33,21.8,344
1605759262,1,2515.38,21.9,348
1605759263,0,2601.07,21.8,350
1605759273,1,2515.39,21.9,350
1605759274,0,2601.27,21.8,350
1605759284,1,2514.72,21.9,350
1605759285,0,2600,21.8,351
1605759295,1,2516.87,21.9,343
1605759296,0,2601.15,21.8,338
1605759306,1,2516.64,21.9,349
1605759307,0,2600.23,21.8,339
1605759317,1,2514.23,21.9,349
1605759318,0,2600.01,21.8,344
1605759328,1,2516.16,21.9,343
1605759329,0,2601.14,21.8,350
1605759339,1,2515.67,21.9,352
1605759340,0,2601.22,21.8,345
1605759350,1,2515.69,21.9,350
1605759351,0,2599.79,21.8,340
1605759361,1,2515.7,21.9,349
1605759362,0,2601.01,21.8,339
1605759372,1,2514.68,21.9,349
1605759373,0,2601.03,21.8,339
1605759383,1,2515.87,21.9,352
1605759384,0,2601.47,21.8,339
1605759394,1,2514.89,21.9,343
1605759395,0,2601,21.8,344
1605759405,1,2514.85,21.9,351
1605759406,0,2600.23,21.8,339
1605759416,1,2516.58,21.9,350
1605759417,0,2601.09,21.8,338
1605759427,1,2515.71,21.9,353
1605759428,0,2601.35,21.8,351
1605759438,1,2516.64,21.9,352
1605759439,0,2600.94,21.8,350
1605759449,1,2516.67,21.9,349
1605759450,0,2601.01,21.8,351
1605759460,1,2516.47,21.9,349
1605759461,0,2600.16,21.8,347
1605759471,1,2515.12,21.9,351
1605759472,0,2601.12,21.8,338
1605759482,1,2514.62,21.9,345
1605759483,0,2600.96,21.8,351
1605759493,1,2515.51,21.9,352
1605759494,0,2600.15,21.8,351
1605759504,1,2515.64,21.9,342
1605759505,0,2600.03,21.8,345
1605759515,1,2514.13,21.9,351
1605759516,0,2599.76,21.8,338
1605759526,1,2515.89,21.9,349
1605759527,0,2600.15,21.8,345
1605759537,1,2515.63,21.9,349
1605759538,0,2600.57,21.8,344
1605759548,1,2516.71,21.9,352
1605759549,0,2600.06,21.8,351
1605759559,1,2514.37,21.9,344
1605759560,0,2601.23,21.8,339
1605759570,1,2514.68,21.9,350
1605759571,0,2600.92,21.8,352
1605759581,1,2515.58,21.9,350
1605759582,0,2600.55,21.8,345
1605759592,1,2515.97,21.9,352
1605759593,0,2600.28,21.8,337
1605759603,1,2514.31,21.9,350
1605759604,0,2600.95,21.8,350
1605759614,1,2516.46,21.9,350
1605759615,0,2600.96,21.8,338
1605759625,1,2515.98,21.9,349
1605759626,0,2600.58,21.8,347
1605759636,1,2515.38,21.9,350
1605759637,0,2601.02,21.8,344
1605759647,1,2517.17,21.9,349
1605759648,0,2601.9,21.8,345
1605759658,1,2515.83,21.9,345
1605759659,0,2599.81,21.8,337
1605759669,1,2515.62,21.9,349
1605759670,0,2600.29,21.8,338
1605759680,1,2516.55,21.9,352
1605759681,0,2600.34,21.8,337
1605759691,1,2514.65,21.9,343
1605759692,0,2601.31,21.8,339
1605759702,1,2514.67,21.9,350
1605759703,0,2600.07,21.8,338
1605759713,1,2515.42,21.9,351
1605759714,0,2601.56,21.8,347
1605759724,1,2516.46,21.9,350
1605759725,0,2600.38,21.8,350
1605759735,1,2516.26,21.9,351
1605759736,0,2601.4,21.8,339
1605759746,1,2515.12,21.9,344
1605759747,0,2600.19,21.8,340
1605759757,1,2515.43,21.9,344
1605759758,0,2600.24,21.8,347
1605759768,1,2514.42,21.9,350
1605759769,0,2600.36,21.8,347
1605759779,1,2515.77,21.9,353
1605759780,0,2601.04,21.8,337
1605759790,1,2515.99,21.9,346
1605759791,0,2600.18,21.8,351
1605759801,1,2516.38,21.9,351
1605759802,0,2600.32,21.8,337
1605759812,1,2515.15,21.9,350
1605759813,0,2600.19,21.8,337
1605759823,1,2514.59,21.9,345
1605759824,0,2601.1,21.8,352
1605759834,1,2514.44,21.9,351
1605759835,0,2599.94,21.8,339
1605759845,1,2516.4,21.9,349
1605759846,0,2601.05,21.8,345
1605759856,1,2516.57,21.9,350
1605759857,0,2599.85,21.8,341
1605759867,1,2515.37,21.9,351
1605759868,0,2600.99,21.8,339
1605759878,1,2514.76,21.9,351
1605759879,0,2600.12,21.8,339
1605759889,1,2515.77,21.9,352
1605759890,0,2600.9,21.8,339
1605759900,1,2516.69,21.9,345
1605759901,0,2600.34,21.8,351
1605759911,1,2515.8,21.9,349
1605759912,0,2600.24,21.8,346
1605759922,1,2514.51,21.9,349
1605759923,0,2601.05,21.8,338
1605759933,1,2514.96,21.9,349
1605759934,0,2600.15,21.8,347
1605759944,1,2515.75,21.9,342
1605759945,0,2601.3,21.8,351
1605759955,1,2515.37,21.9,351
1605759956,0,2600.16,21.8,346
1605759966,1,2514.4,21.9,352
1605759967,0,2601.26,21.8,339
1605759977,1,2515.71,21.9,346
1605759978,0,2601.35,21.8,350
1605759988,1,2515.26,21.9,349
1605759989,0,2601.31,21.8,345
1605759999,1,2514.51,21.9,350
1605760000,0,2600.45,21.8,344
1605760010,1,2514.82,21.9,351
1605760011,0,2601.42,21.8,346
1605760021,1,2514.6,21.9,350
1605760022,0,2601,21.8,348
1605760032,1,2514.43,21.9,350
1605760033,0,2600.2,21.8,337
1605760043,1,2516.17,21.9,350
1605760044,0,2600.98,21.8,344
1605760054,1,2515.52,21.9,351
1605760055,0,2600.22,21.8,337
1605760065,1,2514.91,21.9,349
1605760066,0,2601.59,21.8,350
1605760076,1,2515.48,21.9,347
1605760077,0,2601.06,21.8,338
1605760087,1,2515.24,21.9,351
1605760088,0,2601.13,21.8,349
1605760098,1,2515.24,21.9,344
1605760099,0,2601.01,21.8,353
1605760109,1,2515.02,21.9,350
1605760110,0,2599.89,21.8,351
1605760120,1,2515.66,21.9,350
1605760121,0,2600.24,21.8,352
1605760131,1,2515.1,21.9,345
1605760132,0,2600.21,21.8,337
1605760142,1,2514.46,21.9,350
1605760143,0,2601.09,21.8,337
1605760152,1,2516.66,21.9,349
1605760153,0,2599.84,21.8,350
1605760163,1,2514.6,21.9,349
1605760164,0,2600.12,21.8,349
1605760174,1,2514.51,21.9,349
1605760175,0,2600.21,21.8,339
1605760185,1,2514.45,21.9,343
1605760186,0,2600.12,21.8,339
1605760196,1,2515.84,21.9,343
1605760197,0,2599.95,21.8,339
1605760207,1,2516.1,21.9,350
1605760208,0,2601.75,21.8,339
1605760218,1,2514.46,21.9,350
1605760219,0,2600.57,21.8,351
1605760229,1,2515.61,21.9,348
1605760230,0,2600.03,21.8,346
1605760240,1,2515.62,21.9,348
1605760241,0,2601.12,21.8,347
1605760251,1,2515.88,21.9,351
1605760252,0,2600.14,21.8,339
1605760262,1,2514.43,21.9,348
1605760263,0,2600.25,21.8,351
1605760273,1,2515.08,21.9,350
1605760274,0,2601.66,21.8,344
1605760284,1,2514.5,21.9,342
1605760285,0,2600.74,21.8,350
1605760295,1,2515.09,21.9,352
1605760296,0,2600.09,21.8,339
1605760306,1,2514.56,21.9,345
1605760307,0,2601.09,21.8,346
1605760317,1,2514.38,21.9,348
1605760318,0,2601.29,21.8,346
1605760328,1,2515.25,21.9,350
1605760329,0,2600.94,21.8,351
1605760339,1,2514.7,21.9,351
1605760340,0,2600.82,21.8,351
1605760350,1,2515.19,21.9,348
1605760351,0,2600.02,21.8,338
1605760361,1,2516.48,21.9,346
1605760362,0,2600.44,21.8,346
1605760372,1,2515.47,21.9,351
1605760373,0,2600.33,21.8,349
1605760383,1,2514.67,21.9,349
1605760384,0,2599.81,21.8,338
1605760394,1,2514.59,21.9,350
1605760395,0,2599.85,21.8,344
1605760405,1,2515.63,21.9,350
1605760406,0,2600.32,21.8,350
1605760416,1,2515.77,21.9,351
1605760417,0,2600.86,21.8,352
1605760427,1,2515.55,21.9,351
1605760428,0,2600.12,21.8,350
1605760438,1,2514.97,21.9,345
1605760439,0,2600.66,21.8,346
1605760449,1,2514.55,21.9,351
1605760450,0,2600.16,21.8,337
1605760460,1,2515.11,21.9,351
1605760461,0,2600.46,21.8,343
1605760471,1,2514.83,21.9,343
1605760472,0,2599.92,21.8,347
1605760482,1,2515.46,21.9,343
1605760483,0,2600.24,21.8,338
1605760493,1,2516.12,21.9,345
1605760494,0,2601.4,21.8,343
1605760504,1,2515.97,21.9,350
1605760505,0,2600.41,21.8,351
1605760515,1,2514.56,21.9,345
1605760516,0,2600.48,21.8,339
1605760526,1,2515.21,21.9,349
1605760527,0,2601.43,21.8,339
1605760537,1,2515.3,21.9,344
1605760538,0,2600.27,21.8,347
1605760548,1,2516.52,21.9,345
1605760549,0,2601.28,21.8,337
1605760559,1,2515.19,21.9,343
1605760560,0,2601.31,21.8,345
1605760570,1,2514.56,21.9,350
1605760571,0,2601.07,21.8,350
1605760581,1,2515.29,21.9,350
1605760582,0,2599.96,21.8,339
1605760592,1,2516.61,21.9,349
1605760593,0,2600.02,21.8,339
1605760603,1,2515.23,21.9,350
1605760604,0,2599.8,21.8,351
1605760614,1,2514.87,21.9,350
1605760615,0,2600.51,21.8,345
1605760625,1,2515.6,21.9,349
1605760626,0,2601.37,21.8,353
1605760636,1,2516.37,21.9,350
1605760637,0,2601.09,21.8,351
1605760647,1,2515.09,21.9,344
1605760648,0,2600.3,21.8,347
1605760658,1,2515.95,21.9,350
1605760659,0,2601.08,21.8,338
1605760669,1,2516.27,21.9,349
1605760670,0,2600.78,21.8,346
1605760680,1,2515.9,21.9,346
1605760681,0,2600.86,21.8,350
1605760691,1,2515.76,21.9,343
1605760692,0,2599.88,21.8,346
1605760702,1,2514.72,21.9,350
1605760703,0,2600.56,21.8,339
1605760713,1,2515.84,21.9,345
1605760714,0,2601.14,21.8,351
1605760724,1,2515.96,21.9,349
1605760725,0,2600.02,21.8,339
1605760735,1,2516.2,21.9,344
1605760736,0,2599.71,21.8,344
1605760746,1,2515.8,21.9,345
1605760747,0,2600.09,21.8,347
1605760757,1,2514.82,21.9,350
1605760758,0,2600.8,21.8,344
1605760768,1,2515.26,21.9,349
1605760769,0,2600.26,21.8,350
1605760779,1,2515.11,21.9,351
1605760780,0,2601.23,21.8,346
1605760790,1,2515.32,21.9,350
1605760791,0,2601.1,21.8,352
1605760801,1,2515.66,21.9,349
1605760802,0,2601.11,21.8,339
1605760812,1,2514.48,21.9,346
1605760813,0,2601.74,21.8,339
1605760823,1,2515.77,21.9,344
1605760824,0,2599.97,21.8,339
1605760834,1,2514.75,21.9,350
1605760835,0,2601.3,21.8,351
1605760845,1,2515.16,21.9,349
1605760846,0,2600.28,21.8,347
1605760856,1,2515.19,21.9,350
1605760857,0,2600.1,21.8,351
1605760867,1,2515.37,21.9,349
1605760868,0,2599.91,21.8,352
1605760878,1,2516.11,21.9,349
1605760879,0,2599.97,21.8,337
1605760889,1,2514.77,21.9,349
1605760890,0,2601.06,21.8,339
1605760900,1,2515.88,21.9,349
1605760901,0,2601.22,21.8,345
1605760911,1,2515.73,21.9,350
1605760912,0,2600.12,21.8,344
1605760922,1,2515.03,21.9,344
1605760923,0,2600.04,21.8,351
1605760933,1,2515.35,21.9,351
1605760934,0,2600.15,21.8,340
1605760944,1,2515.49,21.9,345
1605760945,0,2600.23,21.8,338
1605760955,1,2514.88,21.9,350
1605760956,0,2600.56,21.8,344
1605760966,1,2514.15,21.9,350
1605760967,0,2600.17,21.8,351
1605760977,1,2514.92,21.9,350
1605760978,0,2601.06,21.8,338
1605760988,1,2516.73,21.9,350
1605760989,0,2599.89,21.8,339
1605760999,1,2514.79,21.9,348
1605761000,0,2600.15,21.8,338
1605761010,1,2516.93,21.9,349
1605761011,0,2600.18,21.8,351
1605761021,1,2515.23,21.9,349
1605761022,0,2600.9,21.8,350
1605761032,1,2514.31,21.9,350
1605761033,0,2599.68,21.8,344
1605761043,1,2515.31,21.9,350
1605761044,0,2600.94,21.8,339
1605761054,1,2515.03,21.9,342
1605761055,0,2600.22,21.8,338
1605761065,1,2514.46,21.9,349
1605761066,0,2601.02,21.8,339
1605761076,1,2514.65,21.9,350
1605761077,0,2601.21,21.8,350
1605761087,1,2515.11,21.9,349
1605761088,0,2601.39,21.8,352
1605761097,1,2516.6,21.9,346
1605761098,0,2600.34,21.8,346
1605761108,1,2514.44,21.9,350
1605761109,0,2600.24,21.8,337
1605761119,1,2515.24,21.9,350
1605761120,0,2600.03,21.8,351
1605761130,1,2515.7,21.9,349
1605761131,0,2599.98,21.8,351
1605761141,1,2514.94,21.9,346
1605761142,0,2600.11,21.8,337
1605761152,1,2515.43,21.9,350
1605761153,0,2599.97,21.8,351
1605761163,1,2515.66,21.9,349
1605761164,0,2601.09,21.8,345
1605761174,1,2515.04,21.9,350
1605761175,0,2601.02,21.8,352
1605761185,1,2516.59,21.9,350
1605761186,0,2600.22,21.8,345
1605761196,1,2515.1,21.9,350
1605761197,0,2600.05,21.8,351
1605761207,1,2514.61,21.9,349
1605761208,0,2601.36,21.8,339
1605761218,1,2515.47,21.9,344
1605761219,0,2601.58,21.8,344
1605761229,1,2514.94,21.9,349
1605761230,0,2601.2,21.7,338
1605761240,1,2514.79,21.9,345
1605761241,0,2601.27,21.8,349
1605761251,1,2516.42,21.9,344
1605761252,0,2600.19,21.8,347
1605761262,1,2515.6,21.9,349
1605761263,0,2601.2,21.8,339
1605761273,1,2514.62,21.9,350
1605761274,0,2599.83,21.8,350
1605761284,1,2514.94,21.9,350
1605761285,0,2600.34,21.8,339
1605761295,1,2515.16,21.9,341
1605761296,0,2601.06,21.8,352
1605761306,1,2514.98,21.9,349
1605761307,0,2601.11,21.8,346
1605761317,1,2515.69,21.9,350
1605761318,0,2601.31,21.8,345
1605761328,1,2515.54,21.9,348
1605761329,0,2601.28,21.8,340
1605761339,1,2516.25,21.9,350
1605761340,0,2601.07,21.8,343
1605761350,1,2515.38,21.9,349
1605761351,0,2600.08,21.8,340
1605761361,1,2515.26,21.9,349
1605761362,0,2600.52,21.8,337
1605761372,1,2515.3,21.9,350
1605761373,0,2600.73,21.8,346
1605761383,1,2516.41,21.9,352
1605761384,0,2600.84,21.8,340
1605761394,1,2514.32,21.9,349
1605761395,0,2600.78,21.8,338
1605761405,1,2515.22,21.9,351
1605761406,0,2600.16,21.8,353
1605761416,1,2514.42,21.9,350
1605761417,0,2600.79,21.8,345
1605761427,1,2514.54,21.9,350
1605761428,0,2600.85,21.7,345
1605761438,1,2515.44,21.9,349
1605761439,0,2601,21.8,340
1605761449,1,2515.88,21.9,344
1605761450,0,2599.97,21.8,350
1605761460,1,2516.5,21.9,345
1605761461,0,2600.1,21.7,344
1605761471,1,2514.48,21.9,350
1605761472,0,2601.24,21.7,351
1605761482,1,2516.79,21.9,347
1605761483,0,2600.77,21.8,338
1605761493,1,2514.67,21.9,351
1605761494,0,2599.92,21.7,348
1605761504,1,2516.01,21.9,351
1605761505,0,2600.26,21.8,353
1605761515,1,2514.38,21.9,351
